acct_id,name,ntee_major,revenue,state,subsection_type,employee_count,total_expenses,occupancy_expense
NP-1062,Cedar Patient Support Network,diseases,94347,PA,501c3,1,87545,9213
NP-1063,National Community Clinic,health_care,17457193,MO,501c3,168,13828251,2025652
NP-1064,Willow Learning Center,education,61745,WI,501c3,0,58373,6938
NP-1065,Eagle Family Services,human_services,20358,VA,501c3,1,17859,2768
NP-1066,Golden Faith Center,religion,3451438,NY,501c3,47,3118021,1312555
NP-1067,Lighthouse Mentoring Network,youth_development,32092,FL,501c3,0,24725,1278
NP-1068,Family Community Clinic,health_care,98317,SC,501c3,4,95728,8221
NP-1069,Pinewood Fraternal Association,mutual_membership,30400,CA,501c3,0,23272,1474
NP-1070,United Civic League,community_improvement,99807,GA,501c3,0,96699,12686
NP-1071,Eastern Community Clinic,health_care,4532406,VA,501c3,35,5414181,982267
NP-1072,Lakeshore Civic League,community_improvement,859330,WA,501c3,5,835071,102806
NP-1073,National Charitable Trust,philanthropy,246746,SC,501c3,4,251458,18482
NP-1074,Faith Watershed Alliance,environment,336101,IL,501c3,5,366881,30361
NP-1075,Eastern Wellness Foundation,health_care,166332,IN,501c3,1,143783,9328
NP-1076,Mountainview Trust,unknown_unclassified,243022,TN,501c3,4,183668,33369
NP-1077,Bright Philanthropic Society,philanthropy,1235082,TX,501c3,64,1177176,51499
NP-1078,Phoenix Fraternal Association,mutual_membership,15370,FL,501c3,2,14559,1793
NP-1079,Westgate Arts Council,arts_culture,532235,MD,501c3,4,480213,76777
NP-1080,Hillcrest Schools Foundation,education,714565,CA,501c3,7,708924,170222
NP-1081,Community Parks Foundation,recreation,1361109,TX,501c3,67,1270734,210632
NP-1082,Southside Medical Auxiliary,health_care,25342,TN,501c3,0,19418,4938
NP-1083,Westgate Neighborhood Coalition,community_improvement,49767,TN,501c4,1,41100,5345
NP-1084,Sacred Sports League,recreation,63056,GA,501c3,0,56089,11309
NP-1085,Oakland Trail Conservancy,recreation,144688,IL,501c3,0,150268,37819
NP-1086,Holy Mental Health Initiative,mental_health,95852,LA,501c3,5,94620,5969
NP-1087,Silver Wellness Foundation,health_care,46572,MI,501c3,1,39281,5337
NP-1088,Capital Family Services,human_services,36759,NV,501c3,2,30667,2579
NP-1089,Southern Green Initiative,environment,447144,IL,501c3,2,390500,45263
NP-1090,Northside Helpline,human_services,815066,MI,501c3,12,676692,28376
NP-1091,Foundation Tutoring Initiative,education,405471,GA,501c3,2,317596,44649
NP-1092,Family Synagogue,religion,568100,FL,501c8,12,541223,72216
NP-1093,Oakland Improvement Trust,community_improvement,9832,NC,501c3,0,7978,854
NP-1094,Northern Educational Trust,education,2569751,NY,501c3,8,2104477,370455
NP-1095,International Community Services,human_services,3962118,MS,501c3,39,3782995,179960
NP-1096,Central Disease Foundation,diseases,957537,IL,501c3,15,935231,68582
NP-1097,Sunrise Animal Rescue,animal,189089,AZ,501c3,2,164476,14707
NP-1098,Northern Educational Trust,education,189020,FL,501c3,1,147463,21211
NP-1099,Western Arts Council,arts_culture,47358,HI,501c3,1,43154,9655
NP-1100,Central Aid Society,human_services,29218,GA,501c3,1,24570,2581
NP-1101,Bright Justice Initiative,crime_legal,560795,CA,501c3,16,508192,64739
NP-1102,Lighthouse Schools Foundation,education,956295,FL,501c3,4,781697,226484
NP-1103,Hope Watershed Alliance,environment,112725,KY,501c3,2,104110,9607
NP-1104,Valley Social Services,human_services,51542,NY,501c3,2,42335,1654
NP-1105,Saint Mentoring Network,youth_development,17983,MA,501c3,0,13827,653
NP-1106,Riverside Crime Victims Fund,crime_legal,627979,NY,501c8,18,597856,43450
NP-1107,Liberty Mentoring Network,youth_development,41797,CO,501c3,3,39100,5011
NP-1108,Willow Cultural Center,arts_culture,481453,ID,501c3,4,502320,64961
NP-1109,Liberty Medical Auxiliary,health_care,2022371,PA,501c3,14,1708061,408809
NP-1110,Harvest Global Relief,international,816996,SC,501c3,14,872405,51243
NP-1111,Eastern Theater Company,arts_culture,89261,GA,501c3,3,85231,14946
NP-1112,United Humane Society,animal,370755,AZ,501c3,20,322203,35212
NP-1113,Beacon Counseling Center,mental_health,49332,PA,501c3,0,38676,962
NP-1114,International Social Services,human_services,190518,WA,501c3,0,186036,2896
NP-1115,International Job Training Center,employment,413647,MI,501c3,13,401555,50379
NP-1116,Oakland Search and Rescue,public_safety,1552378,MI,501c3,56,1540709,64637
NP-1117,Foundation Society,unknown_unclassified,49066,WA,501c3,3,47476,2754
NP-1118,Beacon Wellness Foundation,health_care,3655508,IL,501c3,48,3130948,347345
NP-1119,Capital Global Relief,international,30820,PA,501c6,0,28230,1175
NP-1120,Greater Helpline,human_services,209646,TX,501c3,1,205650,9775
NP-1121,Phoenix Foundation,unknown_unclassified,2363233,AZ,501c3,39,2068062,264974
NP-1122,Southside Community Services,human_services,476345,UT,501c3,8,484032,35386
NP-1123,Foundation Community Garden,food_agriculture,27123,WI,501c3,2,22843,1611
NP-1124,Western Mutual Aid Society,mutual_membership,279139,AL,501c8,12,304509,16576
NP-1125,Eastern Cultural Center,arts_culture,2972200,CA,501c3,57,2477084,529077
NP-1126,Beacon Tutoring Initiative,education,256218,SC,501c3,16,229367,27823
NP-1127,Eastview Civil Rights Coalition,civil_rights,420296,IL,501c3,16,325650,19971
NP-1128,Sunrise Aid Society,human_services,32964,OH,501c3,1,25363,3528
NP-1129,Westgate Social Science Forum,social_science,69352,NJ,501c3,3,58260,4227
NP-1130,Silver Gallery,arts_culture,17152,TX,501c3,1,16557,5398
NP-1131,Northside Health Center,health_care,47776,WI,501c3,0,47439,4847
NP-1132,Greater Donor Network,philanthropy,16932,MA,501c3,1,16928,1332
NP-1133,Open Religious Society,religion,387189,IN,501c3,13,362105,114032
NP-1134,Children Tutoring Initiative,education,2435991,AR,501c3,36,1936276,257394
NP-1135,Northside Neighborhood Coalition,community_improvement,103198,IN,501c3,4,111279,15977
NP-1136,Bright Counseling Center,mental_health,22026072,CA,501c3,74,20755855,2898469
NP-1137,Northside Ministry,religion,66781,CA,501c3,3,62591,23857
NP-1138,Pinewood Helpline,human_services,68184,FL,501c8,0,62465,217
NP-1139,Family Health Center,health_care,750233,FL,501c3,16,694961,45176
NP-1140,Liberty Conservancy,environment,42772,TX,501c3,1,41274,1332
NP-1141,Westgate Aid Society,human_services,416443,NC,501c3,16,520699,32840
NP-1142,Golden Scouts Council,youth_development,92289,IL,501c3,1,94587,5817
NP-1143,Sunrise Mentoring Network,youth_development,25213,TX,501c3,0,28920,205
NP-1144,Hillcrest Helpline,human_services,241188,CA,501c3,4,186134,13944
NP-1145,Children Wellness Foundation,health_care,986304,SC,501c3,8,944612,80164
NP-1146,Westgate Neighborhood Coalition,community_improvement,41923,OK,501c3,3,41480,8634
NP-1147,Hillcrest Religious Society,religion,59501,MI,501c3,1,58992,11579
NP-1148,Children Sports League,recreation,1231976,SC,501c3,60,1122421,483545
NP-1149,Golden Cultural Center,arts_culture,654558,WI,501c3,13,546882,140547
NP-1150,Western Helpline,human_services,171817,AL,501c3,0,140047,4120
NP-1151,Hope Food Bank,food_agriculture,430302,ME,501c3,17,407662,43173
NP-1152,Children Gallery,arts_culture,174510,IL,501c3,0,157052,34441
NP-1153,Central Research Foundation,medical_research,63106,TX,501c3,2,51467,6032
NP-1154,Phoenix Safety Coalition,public_safety,27228,KY,501c3,2,26872,3944
NP-1155,National International Aid,international,73737,FL,501c3,1,72645,4471
NP-1156,Phoenix Academy,education,4347461,TN,501c3,14,4373670,1077859
NP-1157,Sunrise Recreation Association,recreation,2371831,WY,501c7,70,1937194,284934
NP-1158,Willow Community Church,religion,943704,AL,501c3,4,918622,278441
NP-1159,Open Justice Fund,civil_rights,139899,GA,501c3,3,123050,9901
NP-1160,Northside Innovation Hub,science_tech,352222,OH,501c3,2,286876,16927
NP-1161,Willow Housing Coalition,housing_shelter,4881226,IN,501c3,53,5230187,1332852
NP-1162,Valley Wildlife Fund,environment,471432,FL,501c3,3,460590,68149
NP-1163,Unity Community Church,religion,33882,IN,501c3,0,36498,3665
NP-1164,Oakland Improvement Trust,community_improvement,887927,OH,501c3,8,745292,115284
NP-1165,Sacred Sports League,recreation,401598,TX,501c7,18,361968,54660
NP-1166,Lakeshore International Aid,international,22009083,PA,501c3,224,18746171,3155830
NP-1167,Hillcrest Patient Support Network,diseases,36809,GA,501c7,2,38407,4849
NP-1168,Riverside Trust,unknown_unclassified,223564,CA,501c3,0,262232,10030
NP-1169,National Philanthropic Society,philanthropy,286757,FL,501c3,17,273296,36213
NP-1170,Heritage Mental Health Initiative,mental_health,41993,GA,501c3,3,41594,2174
NP-1171,United Arts Council,arts_culture,169515,FL,501c3,2,128011,18400
NP-1172,Northside Family Services,human_services,449885,TX,501c3,18,346421,32319
NP-1173,Saint Medical Research Institute,medical_research,208809,CA,501c7,4,162219,21380
NP-1174,Sacred Hospital Volunteers,health_care,46508,MI,501c4,1,54267,3222
NP-1175,Greater Conservancy,environment,1946032,FL,501c3,18,1918521,124304
NP-1176,Westgate Community Clinic,health_care,96560,NY,501c3,5,94242,15974
NP-1177,Family Community Clinic,health_care,946037,OH,501c3,3,936565,166858
NP-1178,Eagle Synagogue,religion,1997528,CA,501c3,28,1502825,487862
NP-1179,Capital Scouts Council,youth_development,156318,KY,501c3,2,130990,18663
NP-1180,Open Therapy Coalition,mental_health,3044115,AR,501c3,66,2993584,216390
NP-1181,Golden Tutoring Initiative,education,9235514,OH,501c3,88,7771562,667057
NP-1182,Holy Community Clinic,health_care,121749,IA,501c3,5,136147,26054
NP-1183,Open Academy,education,49398,MD,501c3,0,47302,10965
NP-1184,Saint Neighborhood Coalition,community_improvement,3226630,IL,501c3,29,2484594,268220
NP-1185,Beacon Philanthropic Society,philanthropy,3557122,MN,501c3,62,3656159,516091
NP-1186,Golden Research Society,diseases,184389,VA,501c3,0,202834,2317
NP-1187,Southside Green Initiative,environment,18447,CO,501c3,0,14426,896
NP-1188,Heritage Neighborhood Coalition,community_improvement,36482,IN,501c3,0,41137,8337
NP-1189,Northside Green Initiative,environment,130747,TX,501c3,2,118238,13311
NP-1190,Riverside Wellness Foundation,health_care,118455,TX,501c3,4,116796,26657
NP-1191,Northside Community Foundation,community_improvement,144159,NY,501c3,4,142677,29075
NP-1192,Saint Academy,education,2012054,CO,501c7,71,2205863,270288
NP-1193,Eagle Charitable Trust,philanthropy,66493,NY,501c3,2,58739,3999
NP-1194,Eastern Museum,arts_culture,308035,WI,501c3,20,247398,122964
NP-1195,Capital Recreation Association,recreation,492546,OR,501c3,14,380028,173111
NP-1196,Unity Trail Conservancy,recreation,210580,TX,501c3,4,200470,61937
NP-1197,Lakeshore Sports League,recreation,3634519,VA,501c6,63,3457452,981607
NP-1198,Southside Schools Foundation,education,945345,KS,501c3,10,838145,113891
NP-1199,Valley Employment Coalition,employment,13830643,CA,501c3,122,12505138,1323223
NP-1200,Northside Research Society,diseases,4593035,IL,501c3,19,4011008,545575
NP-1201,Eastern Improvement Trust,community_improvement,332031,TX,501c3,17,327989,30025
NP-1202,Holy Therapy Coalition,mental_health,588365,LA,501c4,12,463606,39575
NP-1203,Beacon World Mission,international,604133,VA,501c3,4,525350,81698
NP-1204,Bayside Scholarship Fund,education,37623,IL,501c3,0,44449,8558
NP-1205,Northside Parks Foundation,recreation,110688,CA,501c_other,1,104991,11944
NP-1206,Unity Wellness Foundation,health_care,50813,FL,501c3,1,60251,7451
NP-1207,National Disaster Relief,public_safety,41992,DC,501c3,1,41758,6193
NP-1208,Sunrise Community Services,human_services,74263,DE,501c3,1,76005,7043
NP-1209,Eastern Wellness Foundation,health_care,803540,OR,501c3,6,750101,198555
NP-1210,New Homeless Shelter,housing_shelter,72828,TX,501c3,3,71204,28805
NP-1211,Capital Recreation Association,recreation,214343,CA,501c3,0,258159,50272
NP-1212,Western Policy Institute,social_science,16613,MI,501c3,0,16255,786
NP-1213,Hillcrest Social Services,human_services,2661976,MI,501c3,35,2570114,302572
NP-1214,Hope Wildlife Sanctuary,animal,241456,LA,501c3,5,239798,35374
NP-1215,International Parks Foundation,recreation,18556,SC,501c3,1,17859,5204
NP-1216,Northern Improvement Trust,community_improvement,673953,CA,501c6,4,559860,128176
NP-1217,Eastview Improvement Trust,community_improvement,1767514,OH,501c3,20,1388350,240509
NP-1218,Foundation Academy,education,121382,NY,501c3,1,118492,6564
NP-1219,Silver Fraternal Association,mutual_membership,42338,CA,501c3,0,34346,1693
NP-1220,Northern Patient Support Network,diseases,380600,CA,501c3,7,359725,15846
NP-1221,Greater Youth Foundation,youth_development,961201,WA,501c4,7,877453,80176
NP-1222,Cedar Community Church,religion,35212,AR,501c3,2,31219,9754
NP-1223,Unity Habitat,housing_shelter,4933494,AZ,501c_other,66,5203839,1068859
NP-1224,United Helpline,human_services,41081,CA,501c3,0,33754,1882
NP-1225,Capital Learning Center,education,238238,NJ,501c3,2,232540,47977
NP-1226,First Medical Auxiliary,health_care,91047,TX,501c3,1,69785,4986
NP-1227,Hillcrest Parks Foundation,recreation,14636629,AZ,501c3,68,11099343,5620962
NP-1228,Northern Mentoring Network,youth_development,14926,CO,501c3,0,12799,614
NP-1229,Eastern Social Services,human_services,111723,VA,501c3,5,105018,15315
NP-1230,Bayside Academy,education,254087,FL,501c3,3,259321,47737
NP-1231,Riverside Public Interest Forum,public_societal,146414,IN,501c4,5,151857,19112
NP-1232,Westgate Educational Trust,education,2773522,NY,501c3,47,2567549,547289
NP-1233,Beacon Family Services,human_services,62418,GA,501c3,4,54305,6565
NP-1234,Bright Social Services,human_services,91785,NC,501c3,0,83362,305
NP-1235,Eastview Academy,education,864390,CO,501c7,14,697811,191118
NP-1236,United Cross-Border Initiative,international,55669,OH,501c4,2,43167,8320
NP-1237,National Learning Center,education,49986,NY,501c3,1,41847,6207
NP-1238,Mountainview Job Training Center,employment,299537,SC,501c3,8,285215,9496
NP-1239,Maple Donor Network,philanthropy,114792,NY,501c3,1,92793,4320
NP-1240,Valley Counseling Center,mental_health,164428,WI,501c3,2,128618,15728
NP-1241,Northern Learning Center,education,10567,CA,501c3,1,8006,2433
NP-1242,Sunrise Arts Council,arts_culture,248623,CA,501c3,0,217708,66902
NP-1243,Greater Social Services,human_services,324047,MS,501c6,14,291517,36275
NP-1244,Saint Mental Health Initiative,mental_health,1642306,ND,501c3,66,1350019,77728
NP-1245,Eastern Faith Center,religion,49248,OH,501c3,0,49957,11720
NP-1246,Unity Giving Foundation,philanthropy,304552,ND,501c3,14,253857,35941
NP-1247,Western Meal Program,food_agriculture,42364,IL,501c3,0,33391,412
NP-1248,Capital Wellness Network,mental_health,696511,MI,501c3,11,542071,29976
NP-1249,Pioneer Hospital Volunteers,health_care,263339,OR,501c3,8,226560,21421
NP-1250,Mountainview Restorative Justice Network,crime_legal,87184,WV,501c3,3,78395,8509
NP-1251,International Recreation Association,recreation,66102,LA,501c3,4,61888,12880
NP-1252,National Community Services,human_services,6728,AL,501c3,0,6299,119
NP-1253,Maple Temple,religion,332706,PA,501c3,20,347565,67068
NP-1254,Golden Hospital Volunteers,health_care,1684748,LA,501c3,61,1570263,222278
NP-1255,International Youth Foundation,youth_development,2046016,MO,501c3,22,1958717,170614
NP-1256,Silver Learning Center,education,25653,OH,501c3,1,29147,3544
NP-1257,Pinewood Employment Coalition,employment,680265,CA,501c3,12,808596,26031
NP-1258,Eagle Hospital Volunteers,health_care,11614646,OH,501c3,204,10552560,2407895
NP-1259,Open Mutual Aid Society,mutual_membership,294318,NJ,501c3,13,299969,18727
NP-1260,International Community Garden,food_agriculture,70095,NV,501c3,1,88845,4397
NP-1261,United Aid Society,human_services,4886212,IL,501c3,9,4646595,369791
NP-1262,Crescent Patient Support Network,diseases,196152,MO,501c3,4,211532,15469
NP-1263,Valley Faith Center,religion,169906,WI,501c3,0,150258,58047
NP-1264,Southside Policy Institute,social_science,627381,CA,501c3,4,478686,61877
NP-1265,New Philanthropic Society,philanthropy,4649713,CA,501c3,17,4069546,625674
NP-1266,Liberty Neighborhood Coalition,community_improvement,604606,TX,501c3,4,540306,41304
NP-1267,Eastern Land Trust,environment,300499,WI,501c3,17,321781,26875
NP-1268,Eastview Pantry,food_agriculture,2856048,CO,501c3,31,2187480,419561
NP-1269,Cedar STEM Foundation,science_tech,49958,MA,501c3,0,40679,2477
NP-1270,Open Youth Foundation,youth_development,324816,MA,501c3,8,297172,38410
NP-1271,Greater Aid Society,human_services,533896,ME,501c3,3,437177,62972
NP-1272,Foundation Tutoring Initiative,education,7891,SC,501c3,0,7857,1496
NP-1273,Valley Faith Center,religion,73469,WA,501c3,3,62444,24173
NP-1274,Beacon Organization,unknown_unclassified,16563,FL,501c3,0,17100,659
NP-1275,Pioneer Donor Network,philanthropy,702146,MI,501c3,15,833683,87481
NP-1276,Beacon Awareness Campaign,diseases,590586,CA,501c3,6,566487,24439
NP-1277,Foundation Tutoring Initiative,education,179566,IL,501c3,4,184552,15799
NP-1278,Foundation Homeless Shelter,housing_shelter,115665,NC,501c3,1,108793,36065
NP-1279,Northern Scholarship Fund,education,82145,NJ,501c3,0,64214,14465
NP-1280,United Legal Aid Society,crime_legal,97497,TX,501c3,1,93246,9539
NP-1281,United Theater Company,arts_culture,3886863,OH,501c3,37,4237673,1127817
NP-1282,Eastern Search and Rescue,public_safety,29165,MA,501c3,3,28541,4064
NP-1283,Valley Community Foundation,community_improvement,2314746,NY,501c3,73,2403665,184418
NP-1284,Children Homeless Shelter,housing_shelter,4052726,MI,501c4,42,3355313,640146
NP-1285,Mountainview Social Services,human_services,158545,OH,501c3,2,145063,13937
NP-1286,Western Community Church,religion,1839105,MI,501c3,32,2132918,250318
NP-1287,Mountainview Social Services,human_services,74642,FL,501c3,1,74723,4576
NP-1288,Cedar Cultural Center,arts_culture,20235,IN,501c3,1,26089,4342
NP-1289,Lakeshore Workforce Development,employment,151847,PA,501c6,3,118832,6897
NP-1290,Maple Theater Company,arts_culture,48609,IL,501c3,0,40678,9584
NP-1291,Sacred Youth Foundation,youth_development,249036,MN,501c3,0,222776,8886
NP-1292,Harvest Temple,religion,48391,TX,501c3,0,48324,9748
NP-1293,Oakland Cross-Border Initiative,international,418248,NJ,501c3,14,408797,17038
NP-1294,Northside Educational Trust,education,53703,SC,501c3,2,51158,11738
NP-1295,Lakeshore Cultural Center,arts_culture,29511,FL,501c3,1,26595,8885
NP-1296,Lighthouse Justice Fund,civil_rights,788374,NJ,501c3,4,684256,43408
NP-1297,Greater Theater Company,arts_culture,143038,MO,501c3,1,107488,41238
NP-1298,Heritage Medical Auxiliary,health_care,4163224,OH,501c3,40,3394741,424933
NP-1299,First Employment Coalition,employment,903710,NC,501c7,14,698150,69128
NP-1300,Hope Ministry,religion,656557,FL,501c3,8,710254,136748
NP-1301,Oakland Mentoring Network,youth_development,83495,WA,501c4,0,76474,3591
NP-1302,Central Synagogue,religion,10545114,OH,501c3,291,9167374,3569531
NP-1303,Pioneer Tutoring Initiative,education,6639,TX,501c3,2,7920,734
NP-1304,Capital Recreation Association,recreation,62503,TX,501c3,5,60542,11500
NP-1305,Saint Health Center,health_care,39972,CA,501c3,2,43171,3634
NP-1306,Westgate Science Foundation,science_tech,48750,NM,501c3,0,51576,1358
NP-1307,New Aid Society,human_services,27135,MI,501c3,0,20552,586
NP-1308,Westgate Academy,education,451728,CA,501c4,10,445378,40899
NP-1309,Liberty Helpline,human_services,924858,NH,501c3,2,1117991,90252
NP-1310,United Faith Center,religion,1198367,MI,501c3,44,1042111,283865
NP-1311,Beacon Schools Foundation,education,288193,IN,501c3,12,278780,24436
NP-1312,Community Meal Program,food_agriculture,4152687,IL,501c3,71,4029731,603661
NP-1313,Holy Community Clinic,health_care,368166,TX,501c6,19,374214,21556
NP-1314,Community Mentoring Network,youth_development,43798,VA,501c3,0,44699,1518
NP-1315,National Tech Initiative,science_tech,400854,AK,501c3,2,344770,57352
NP-1316,Silver Social Services,human_services,197864,AL,501c3,2,174393,15262
NP-1317,Faith International Aid,international,92198,MO,501c_other,2,100451,4849
NP-1318,Willow Habitat,housing_shelter,99532,MS,501c3,1,104926,12837
NP-1319,Eagle Gallery,arts_culture,3854146,PA,501c3,17,3239486,522953
NP-1320,Lighthouse Medical Research Institute,medical_research,154643,MO,501c3,1,154020,16427
NP-1321,First Aid Society,human_services,167051,RI,501c3,3,173461,15816
NP-1322,Community Aid Society,human_services,21452021,AZ,501c3,53,20219680,2597538
NP-1323,United Health Center,health_care,3647859,CA,501c3,20,3282381,358495
NP-1324,Lakeshore Hospital Volunteers,health_care,207638,WA,501c3,0,203417,38423
NP-1325,Southern Employment Coalition,employment,703517,NJ,501c3,19,670054,70548
NP-1326,Sunrise Housing Coalition,housing_shelter,34512,NV,501c3,1,30624,13479
NP-1327,Crescent Meal Program,food_agriculture,842816,NY,501c3,7,802524,43760
NP-1328,Foundation Charitable Trust,philanthropy,977969,NY,501c3,5,760704,116224
NP-1329,Riverside Justice Initiative,crime_legal,22208,OH,501c3,2,19069,1781
NP-1330,Pinewood Legal Aid Society,crime_legal,16719,MO,501c3,0,13352,775
NP-1331,Family Gallery,arts_culture,46622,CA,501c3,3,37418,5596
NP-1332,Holy Conservancy,environment,59659,GA,501c3,1,57841,4451
NP-1333,Central Educational Trust,education,9491,MD,501c3,0,8030,879
NP-1334,Holy Pantry,food_agriculture,414372,FL,501c3,19,417310,45601
NP-1335,Phoenix Donor Network,philanthropy,23997090,CA,501c3,124,21613765,3138159
NP-1336,Beacon Improvement Trust,community_improvement,15501,GA,501c3,1,13708,3660
NP-1337,Saint Boys & Girls Club,youth_development,45148,IA,501c3,2,37531,6078
NP-1338,Mountainview Humane Society,animal,24654,VA,501c3,0,18908,1099
NP-1339,Hillcrest Wellness Network,mental_health,4846641,OH,501c3,51,4153853,335632
NP-1340,Silver Housing Coalition,housing_shelter,864511,OH,501c4,19,916831,257885
NP-1341,Bayside Meal Program,food_agriculture,235527,CA,501c3,2,206280,33468
NP-1342,Open Affordable Housing Initiative,housing_shelter,3374038,PA,501c4,32,2737254,1173222
NP-1343,Northern Medical Auxiliary,health_care,45088,MA,501c3,2,40758,4914
NP-1344,Oakland Helpline,human_services,236344,WA,501c3,0,234880,7546
NP-1345,Silver Improvement Trust,community_improvement,380273,OR,501c3,13,322041,39604
NP-1346,Eastview Affordable Housing Initiative,housing_shelter,74678,TX,501c3,4,82170,11700
NP-1347,Sacred Employment Coalition,employment,87188,AK,501c3,1,82507,9187
NP-1348,Westgate Academy,education,29027,NC,501c3,0,29185,6369
NP-1349,Faith Volunteer Fire,public_safety,3880330,NY,501c3,62,3601964,380226
NP-1350,Eagle Mental Health Initiative,mental_health,160421,TN,501c3,1,158429,22674
NP-1351,National Scholarship Fund,education,75118,WA,501c3,1,74947,5125
NP-1352,Northside Temple,religion,18316,NY,501c3,0,14343,2785
NP-1353,Harvest Tutoring Initiative,education,407212,NY,501c3,14,324318,89365
NP-1354,Northern Job Training Center,employment,4148639,TX,501c4,56,3746267,226579
NP-1355,Eastern Legal Aid Society,crime_legal,21631,IA,501c3,1,22943,1617
NP-1356,Bayside Boys & Girls Club,youth_development,608596,MO,501c3,8,505755,36425
NP-1357,Lakeshore Awareness Campaign,diseases,795336,UT,501c7,9,758141,91915
NP-1358,Phoenix Sports League,recreation,216739,IL,501c3,5,173604,36535
NP-1359,Phoenix Food Bank,food_agriculture,407051,FL,501c3,18,441483,60039
NP-1360,Bayside Global Relief,international,23114,CA,501c4,0,21643,523
NP-1361,Silver Donor Network,philanthropy,70420,NY,501c4,0,65093,2186
NP-1362,First Medical Auxiliary,health_care,25563,MI,501c3,2,22815,1622
NP-1363,Faith Civic League,community_improvement,196712,FL,501c3,3,184207,19499
NP-1364,Pinewood Donor Network,philanthropy,21531,SC,501c3,2,16867,1857
NP-1365,Foundation Charitable Trust,philanthropy,66108,OR,501c3,2,65160,3269
NP-1366,Open Educational Trust,education,228439,OH,501c3,3,196067,29875
NP-1367,Holy Religious Society,religion,438312,WV,501c3,14,427868,97438
NP-1368,Phoenix Academy,education,15014057,CA,501c3,99,14572953,1879592
NP-1369,Family Medical Auxiliary,health_care,138579,FL,501c3,1,136907,10804
NP-1370,Oakland Awareness Campaign,diseases,2060823,TX,501c4,70,1839445,153712
NP-1371,Pioneer Tutoring Initiative,education,45972,HI,501c3,2,34967,6574
NP-1372,Sunrise Philanthropic Society,philanthropy,3313606,CA,501c3,69,3135570,436272
NP-1373,Oakland Hospital Volunteers,health_care,8319,PA,501c3,0,8015,457
NP-1374,Heritage Wellness Network,mental_health,340944,NC,501c3,12,259179,31380
NP-1375,Pioneer World Mission,international,787304,NC,501c3,20,747725,38105
NP-1376,Northside Family Services,human_services,59319,NC,501c3,3,51807,3742
NP-1377,Eastview Music Society,arts_culture,150767,CA,501c3,1,153053,39820
NP-1378,Northern Museum,arts_culture,81631,CA,501c3,3,76163,12218
NP-1379,National Schools Foundation,education,197548,MD,501c3,4,222401,31946
NP-1380,Southside Boys & Girls Club,youth_development,875685,IL,501c3,20,705620,88673
NP-1381,Lighthouse Civic League,community_improvement,2260677,NC,501c3,71,2710848,136222
NP-1382,First Civic League,community_improvement,471377,NY,501c3,9,483101,108904
NP-1383,Valley Medical Research Institute,medical_research,65892,OH,501c3,0,61653,218
NP-1384,Sacred Restorative Justice Network,crime_legal,108020,KY,501c3,1,87669,9547
NP-1385,Community Recreation Association,recreation,90014,GA,501c3,4,78275,25026
NP-1386,Mountainview Academy,education,379144,AL,501c3,4,447146,71838
NP-1387,Hillcrest Theater Company,arts_culture,17306657,FL,501c3,222,16517058,2588495
NP-1388,Sacred Academy,education,5006,WY,501c3,2,3924,641
NP-1389,Children Hospital Volunteers,health_care,14320,PA,501c3,0,13181,1166
NP-1390,Holy Schools Foundation,education,16097,AZ,501c3,1,15944,1959
NP-1391,Eastern Community Clinic,health_care,1986186,WI,501c3,47,1907786,282549
NP-1392,Valley Cultural Center,arts_culture,39710,CA,501c4,0,38285,7934
NP-1393,Riverside Wildlife Sanctuary,animal,3802924,MI,501c3,46,4262991,330045
NP-1394,Family Tutoring Initiative,education,13263,FL,501c3,0,13877,3227
NP-1395,Southern Donor Network,philanthropy,870873,NC,501c3,15,869047,104662
NP-1396,Holy Cultural Center,arts_culture,227636,AL,501c7,4,172640,32347
NP-1397,Phoenix Homeless Shelter,housing_shelter,26259,NY,501c3,1,25880,8929
NP-1398,Holy Theater Company,arts_culture,305328,MI,501c3,6,269217,97999
NP-1399,New Transitional Housing,housing_shelter,410490,AR,501c_other,8,385845,139601
NP-1400,Harvest Safety Coalition,public_safety,15898,VA,501c3,0,15870,49
NP-1401,Northside Civic Engagement Coalition,public_societal,88724,AZ,501c3,1,82362,11734
NP-1402,Liberty Public Interest Forum,public_societal,260628,NY,501c3,9,298399,20234
NP-1403,Children Ministry,religion,3292379,LA,501c3,61,3041200,1052985
NP-1404,Pioneer Civic League,community_improvement,155945,SC,501c3,2,154227,34471
NP-1405,National Wildlife Fund,environment,186186,IN,501c3,2,205189,8487
NP-1406,Hillcrest Scholarship Fund,education,38973,PA,501c3,0,29990,9211
NP-1407,Family Social Services,human_services,28979,TN,501c3,2,23122,3577
NP-1408,Community Temple,religion,42517,TX,501c3,0,37568,7801
NP-1409,Children Community Foundation,community_improvement,33201,IL,501c3,1,35260,8097
NP-1410,Eagle Foundation,unknown_unclassified,430756,TX,501c3,19,408452,52068
NP-1411,United Counseling Center,mental_health,41790,OH,501c3,1,32742,4368
NP-1412,Phoenix Synagogue,religion,4274767,MN,501c3,71,4158889,840693
NP-1413,Valley Research Coalition,social_science,254488,CA,501c3,13,247051,33211
NP-1414,Western Schools Foundation,education,280538,OK,501c3,20,238140,69917
NP-1415,First Academy,education,314497,LA,501c3,11,262645,18174
